#Creator: pendulumviewEventBuffer
#Creation time: Fri Mar 15 09:51:11 2024
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
58.472	500	58.497	461
58.523	500	58.548	459
58.573	500	58.599	456
58.624	500	58.650	455
58.674	500	58.700	452
58.726	500	58.751	449
58.776	500	58.801	446
58.827	498	58.852	443
58.877	500	58.903	440
58.928	499	58.954	438
58.978	500	59.004	436
59.030	500	59.055	435
59.080	500	59.105	434
59.131	499	59.157	434
59.181	500	59.207	435
59.232	499	59.258	436
59.283	499	59.308	439
59.334	499	59.359	442
59.384	499	59.410	444
59.435	499	59.461	447
59.485	499	59.511	450
59.537	499	59.562	451
59.587	499	59.612	454
59.638	500	59.664	456
59.688	499	59.714	458
59.739	500	59.765	459
59.789	499	59.815	460
59.841	500	59.866	460
59.891	499	59.916	459
59.942	499	59.968	458
59.992	500	60.018	457
60.043	500	60.069	453
60.094	500	60.119	451
60.145	500	60.170	449
60.195	500	60.221	446
60.246	500	60.272	443
60.296	499	60.322	441
60.348	500	60.373	439
60.398	500	60.423	437
60.449	500	60.475	436
60.499	500	60.525	435
60.550	500	60.576	436
60.600	500	60.626	436
60.652	499	60.677	437
60.702	499	60.727	439
60.753	499	60.779	442
60.803	499	60.829	446
60.854	499	60.880	448
60.905	500	60.930	449
60.956	499	60.981	452
61.006	499	61.032	455
61.057	500	61.083	456
61.107	500	61.133	458
61.159	500	61.184	458
61.209	500	61.234	459
61.260	500	61.286	458
61.310	499	61.336	457
61.361	498	61.387	457
61.411	500	61.437	455
61.463	498	61.488	453
61.513	500	61.538	451
61.564	500	61.590	448
61.614	499	61.640	446
61.665	500	61.691	443
61.716	499	61.741	441
61.767	500	61.792	439
61.817	499	61.843	437
61.868	500	61.894	436
61.918	499	61.944	436
61.970	499	61.995	437
62.020	499	62.045	438
62.071	499	62.097	438
62.121	499	62.147	440
62.172	499	62.198	443
62.222	499	62.248	445
62.274	499	62.299	447
62.325	499	62.349	450
62.375	499	62.401	453
62.426	500	62.451	454
62.476	500	62.502	457
62.528	499	62.552	457
62.578	500	62.603	458
62.629	500	62.654	458
62.679	501	62.705	457
62.730	499	62.755	456
62.781	500	62.806	455
62.832	500	62.856	454
62.882	500	62.908	451
62.933	500	62.958	450
62.983	500	63.009	447
63.035	500	63.059	445
63.085	500	63.110	443
63.136	499	63.160	441
63.186	500	63.212	439
63.237	499	63.262	439
63.287	500	63.313	438
63.339	499	63.363	438
63.389	499	63.414	438
63.440	499	63.465	439
63.490	499	63.516	440
63.541	500	63.566	441
63.592	499	63.617	443
63.643	499	63.667	446
63.693	500	63.719	449
63.744	500	63.769	450
63.794	499	63.820	453
63.846	499	63.870	453
63.896	500	63.921	455
63.947	501	63.971	456
63.997	500	64.023	458
64.048	500	64.073	457
64.098	500	64.124	457
64.150	500	64.174	456
64.200	500	64.225	455
64.251	500	64.276	454
64.301	500	64.327	452
64.352	500	64.377	450
64.403	501	64.428	448
64.454	499	64.478	444
64.504	499	64.530	444
64.555	499	64.580	441
64.605	500	64.631	439
64.657	499	64.681	439
64.707	499	64.732	439
64.758	499	64.782	439
64.808	499	64.834	439
64.859	500	64.884	440
64.909	499	64.935	441
64.961	500	64.985	442
65.011	499	65.036	444
65.062	500	65.087	446
65.112	499	65.138	448
65.163	500	65.188	449
65.214	500	65.239	451
65.265	500	65.290	453
65.315	500	65.341	455
65.366	499	65.392	456
65.416	500	65.442	457
65.468	500	65.493	457
65.518	500	65.543	456
65.569	500	65.595	455
65.619	499	65.645	454
65.670	499	65.696	453
65.720	499	65.746	451
65.772	499	65.797	449
65.822	499	65.847	448
65.873	499	65.899	445
65.923	499	65.949	443
65.974	499	66.000	442
66.025	499	66.050	441
66.076	499	66.101	440
66.126	499	66.152	439
66.177	499	66.203	440
66.227	499	66.253	440
66.279	500	66.304	441
66.329	498	66.354	442
66.380	500	66.406	443
66.430	500	66.456	445
66.481	499	66.507	446
66.531	499	66.557	448
66.583	500	66.608	450
66.633	500	66.658	452
66.684	500	66.710	452
66.734	500	66.760	455
66.785	500	66.811	454
66.836	498	66.861	455
66.887	499	66.912	456
66.937	499	66.963	455
66.988	499	67.014	455
67.038	500	67.064	453
67.090	500	67.115	453
67.140	499	67.165	451
67.191	500	67.217	449
67.241	500	67.267	447
67.292	499	67.318	446
67.342	499	67.368	444
67.394	500	67.419	442
67.444	499	67.469	442
67.495	499	67.521	441
67.545	500	67.571	441
67.596	499	67.622	440
67.647	498	67.672	441
67.698	499	67.723	442
67.748	500	67.774	443
67.799	500	67.825	444
67.849	499	67.875	446
67.901	502	67.926	448
67.951	500	67.976	450
68.002	500	68.028	451
68.052	500	68.078	451
68.103	500	68.129	454
68.153	499	68.179	454
68.205	500	68.230	454
68.255	499	68.280	455
68.306	500	68.332	455
68.356	500	68.382	454
68.407	499	68.433	453
68.458	499	68.483	452
68.509	499	68.534	451
68.560	499	68.585	449
68.610	500	68.636	448
68.661	499	68.686	447
68.712	499	68.737	445
68.763	499	68.787	443
68.813	499	68.839	443
68.864	499	68.889	443
68.914	499	68.940	441
68.966	500	68.990	443
69.016	500	69.041	441
69.067	500	69.091	442
69.117	499	69.143	442
69.168	499	69.193	444
69.218	499	69.244	445
69.270	499	69.294	446
69.320	501	69.345	448
69.371	500	69.396	449
69.421	500	69.447	451
69.472	500	69.497	449
69.523	500	69.548	453
69.574	500	69.598	454
69.624	500	69.650	454
69.675	500	69.700	454
69.725	499	69.751	454
69.777	499	69.801	453
69.827	500	69.852	453
69.878	499	69.902	451
69.928	500	69.954	450
69.979	498	70.004	449
70.029	500	70.055	448
70.081	499	70.105	447
70.131	500	70.156	446
70.182	499	70.207	444
70.232	499	70.258	443
70.283	499	70.308	440
70.334	500	70.359	443
70.385	499	70.409	442
70.435	499	70.461	442
70.486	500	70.511	443
70.536	500	70.562	443
70.588	498	70.612	444
70.638	499	70.663	446
70.689	500	70.713	447
70.739	500	70.765	449
70.790	500	70.815	449
70.840	500	70.866	451
70.892	500	70.916	451
70.942	499	70.967	453
70.993	500	71.018	453
71.043	500	71.069	453
71.094	499	71.119	454
71.145	499	71.170	452
71.196	499	71.220	452
71.246	499	71.272	452
71.297	499	71.322	451
71.347	498	71.373	450
71.399	499	71.423	448
71.449	500	71.474	447
71.500	499	71.524	446
71.550	500	71.576	446
71.601	499	71.627	444
71.651	499	71.677	444
71.703	499	71.728	443
71.753	499	71.778	443
71.804	499	71.830	443
71.854	499	71.880	443
71.905	499	71.931	444
71.956	500	71.981	444
72.007	500	72.032	446
72.057	500	72.083	447
72.108	499	72.134	447
72.158	499	72.184	448
72.210	501	72.235	450
72.260	499	72.285	451
72.311	500	72.337	451
72.361	499	72.387	452
72.412	499	72.438	453
72.462	499	72.488	453
72.514	499	72.539	452
72.564	500	72.589	453
72.615	499	72.641	453
72.665	499	72.691	451
72.716	499	72.742	450
72.767	500	72.792	449
72.818	499	72.843	448
72.868	500	72.894	447
72.919	500	72.945	446
72.969	500	72.995	445
73.021	499	73.046	444
73.071	499	73.096	444
73.122	500	73.148	443
73.172	499	73.198	442
73.223	500	73.249	443
73.273	500	73.299	444
73.325	499	73.350	445
73.375	500	73.400	445
73.426	500	73.452	446
73.476	500	73.502	447
73.527	500	73.553	448
73.578	499	73.603	449
73.629	499	73.654	450
73.679	498	73.705	451
73.730	500	73.756	451
73.780	499	73.806	451
73.832	499	73.857	452
73.882	499	73.907	452
73.933	499	73.959	452
73.983	499	74.009	451
74.034	500	74.060	452
74.084	500	74.110	450
74.136	499	74.161	449
74.186	499	74.211	449
74.237	499	74.263	447
74.287	500	74.313	447
74.338	499	74.364	446
74.389	499	74.414	445
74.440	500	74.465	445
74.490	500	74.516	444
74.541	499	74.567	444
74.591	500	74.617	445
74.643	500	74.668	445
74.693	500	74.718	444
74.744	500	74.770	445
74.794	500	74.820	445
74.845	499	74.871	448
74.896	500	74.921	448
74.947	499	74.972	449
74.997	499	75.022	449
