#Creator: pendulumviewEventBuffer
#Creation time: Fri Mar 15 09:51:11 2024
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
58.472	564	58.497	530
58.522	552	58.548	532
58.574	537	58.598	535
58.624	521	58.649	537
58.675	502	58.699	537
58.725	486	58.751	538
58.776	469	58.801	538
58.826	456	58.852	539
58.878	445	58.902	536
58.928	436	58.953	534
58.979	432	59.004	530
59.029	431	59.055	527
59.080	435	59.105	524
59.131	442	59.156	520
59.182	451	59.206	516
59.232	465	59.258	513
59.283	480	59.308	511
59.333	497	59.359	509
59.385	514	59.409	510
59.435	531	59.460	508
59.486	546	59.510	509
59.536	559	59.562	511
59.587	569	59.612	514
59.637	576	59.663	517
59.689	578	59.713	521
59.739	578	59.764	526
59.790	573	59.815	530
59.840	565	59.866	533
59.891	553	59.916	538
59.942	541	59.967	541
59.993	525	60.017	543
60.043	508	60.069	545
60.094	492	60.119	545
60.144	477	60.170	544
60.196	463	60.220	544
60.246	451	60.271	540
60.297	442	60.321	537
60.347	437	60.373	532
60.398	435	60.423	527
60.448	438	60.474	522
60.500	443	60.524	517
60.550	451	60.575	512
60.601	463	60.626	508
60.651	477	60.677	505
60.702	492	60.727	502
60.753	508	60.778	501
60.804	524	60.828	502
60.854	538	60.880	503
60.905	551	60.930	505
60.955	562	60.981	509
61.007	570	61.031	513
61.057	574	61.082	519
61.108	574	61.132	524
61.158	571	61.184	530
61.209	565	61.235	537
61.259	554	61.285	541
61.311	543	61.336	546
61.361	528	61.386	549
61.412	514	61.438	551
61.462	498	61.488	552
61.513	484	61.539	551
61.564	470	61.589	549
61.615	458	61.640	545
61.665	449	61.691	538
61.716	442	61.742	535
61.766	440	61.792	528
61.818	440	61.843	521
61.868	445	61.893	515
61.919	453	61.945	509
61.969	462	61.995	504
62.020	474	62.046	500
62.070	488	62.096	496
62.122	503	62.147	495
62.172	517	62.197	495
62.223	531	62.249	497
62.273	544	62.299	500
62.324	555	62.350	505
62.375	563	62.400	510
62.426	568	62.451	517
62.476	570	62.502	524
62.527	568	62.553	531
62.577	563	62.603	539
62.629	554	62.654	544
62.679	544	62.704	550
62.730	532	62.756	554
62.780	518	62.806	557
62.831	504	62.857	558
62.881	490	62.907	557
62.933	477	62.958	554
62.983	465	63.008	550
63.034	456	63.060	544
63.084	449	63.110	537
63.135	445	63.161	530
63.186	445	63.211	525
63.237	448	63.262	516
63.287	453	63.313	508
63.338	462	63.364	501
63.388	472	63.414	496
63.440	485	63.465	491
63.490	498	63.515	490
63.541	512	63.567	488
63.591	526	63.617	491
63.642	538	63.668	494
63.692	547	63.718	499
63.744	555	63.769	506
63.794	561	63.819	513
63.845	564	63.871	521
63.895	563	63.921	530
63.946	560	63.972	540
63.997	553	64.022	546
64.048	545	64.073	552
64.098	534	64.124	558
64.149	522	64.175	561
64.199	509	64.225	563
64.251	494	64.276	562
64.301	483	64.326	560
64.352	472	64.378	556
64.402	463	64.428	550
64.453	456	64.479	542
64.504	452	64.529	535
64.555	451	64.580	525
64.605	452	64.630	516
64.656	457	64.682	507
64.706	463	64.732	500
64.757	472	64.783	493
64.808	483	64.833	488
64.859	496	64.884	485
64.909	507	64.935	484
64.960	520	64.986	485
65.010	531	65.036	488
65.062	541	65.087	494
65.112	549	65.137	500
65.163	554	65.189	509
65.213	557	65.239	518
65.264	558	65.290	529
65.315	555	65.340	537
65.366	550	65.391	546
65.416	543	65.441	554
65.467	534	65.493	560
65.517	524	65.543	565
65.568	512	65.594	567
65.619	501	65.644	567
65.670	490	65.695	566
65.721	479	65.746	561
65.771	471	65.797	555
65.822	464	65.847	547
65.873	459	65.898	540
65.924	457	65.948	528
65.974	458	66.000	519
66.025	461	66.050	507
66.075	466	66.101	499
66.127	474	66.151	492
66.177	482	66.202	485
66.228	493	66.252	481
66.278	503	66.304	479
66.329	514	66.354	480
66.379	525	66.405	483
66.431	534	66.455	488
66.481	542	66.506	495
66.532	547	66.557	504
66.582	550	66.608	513
66.633	551	66.658	525
66.684	550	66.709	535
66.735	546	66.759	545
66.785	540	66.811	554
66.836	532	66.861	561
66.886	524	66.912	567
66.938	514	66.962	571
66.988	504	67.013	572
67.039	495	67.064	570
67.089	485	67.115	566
67.140	477	67.165	560
67.190	471	67.216	552
67.242	465	67.266	541
67.292	464	67.317	532
67.343	464	67.368	522
67.393	466	67.419	511
67.444	470	67.469	500
67.495	476	67.520	492
67.546	483	67.570	484
67.596	492	67.622	479
67.647	502	67.672	476
67.697	510	67.723	476
67.749	519	67.773	478
67.799	527	67.824	483
67.850	534	67.875	490
67.900	539	67.926	499
67.951	543	67.976	509
68.001	544	68.027	521
68.053	543	68.077	532
68.103	541	68.128	543
68.154	536	68.179	552
68.204	530	68.230	562
68.255	523	68.280	568
68.306	515	68.331	573
68.357	507	68.381	575
68.407	498	68.433	573
68.458	490	68.483	571
68.508	485	68.534	565
68.560	478	68.584	557
68.610	474	68.635	547
68.661	471	68.686	537
68.711	471	68.737	524
68.762	472	68.788	513
68.812	475	68.838	502
68.864	480	68.889	492
68.914	486	68.939	483
68.965	492	68.991	478
69.015	500	69.041	474
69.066	508	69.092	473
69.117	516	69.142	475
69.168	522	69.193	479
69.218	527	69.244	485
69.269	532	69.295	494
69.319	536	69.345	504
69.371	536	69.396	516
69.421	536	69.446	528
69.472	534	69.498	539
69.522	531	69.548	550
69.573	526	69.599	561
69.624	521	69.649	569
69.675	515	69.700	574
69.725	508	69.750	577
69.776	501	69.802	577
69.826	495	69.852	575
69.877	489	69.903	569
69.928	485	69.953	562
69.979	482	70.004	553
70.029	480	70.055	541
70.080	478	70.106	529
70.130	479	70.156	518
70.182	481	70.207	505
70.232	485	70.257	494
70.283	489	70.309	485
70.333	495	70.359	478
70.384	499	70.410	472
70.435	506	70.460	471
70.486	512	70.511	471
70.536	517	70.561	475
70.587	521	70.613	481
70.637	526	70.663	489
70.688	529	70.714	500
70.739	530	70.764	511
70.790	529	70.815	524
70.840	528	70.866	536
70.891	526	70.917	548
70.941	522	70.967	558
70.993	518	71.018	567
71.043	513	71.068	573
71.094	508	71.120	577
71.144	503	71.170	578
71.195	498	71.221	577
71.246	495	71.271	573
71.297	490	71.322	566
71.347	488	71.372	557
71.398	485	71.424	546
71.448	486	71.474	534
71.499	487	71.525	521
71.550	488	71.575	509
71.601	491	71.626	497
71.651	493	71.677	486
71.702	498	71.728	479
71.752	501	71.778	473
71.804	506	71.829	470
71.854	510	71.879	470
71.905	513	71.931	472
71.955	517	71.981	478
72.006	520	72.032	485
72.057	520	72.082	495
72.108	521	72.133	507
72.158	522	72.184	519
72.209	520	72.235	532
72.259	518	72.285	544
72.310	516	72.336	555
72.361	514	72.386	566
72.412	510	72.437	572
72.463	507	72.488	577
72.513	504	72.539	580
72.564	500	72.589	579
72.615	497	72.640	575
72.666	495	72.690	569
72.716	493	72.742	560
72.767	493	72.792	550
72.817	494	72.843	538
72.869	494	72.893	526
72.919	495	72.944	513
72.970	497	72.995	500
73.020	499	73.046	491
73.071	502	73.096	480
73.121	504	73.147	474
73.173	507	73.197	471
73.223	509	73.248	470
73.274	511	73.299	472
73.324	513	73.350	475
73.375	514	73.400	482
73.426	515	73.451	492
73.477	513	73.501	503
73.527	514	73.553	515
73.578	513	73.603	527
73.628	513	73.654	539
73.680	510	73.704	551
73.730	508	73.755	562
73.781	506	73.806	570
73.831	504	73.857	575
73.882	503	73.907	579
73.932	501	73.958	579
73.984	500	74.008	576
74.034	500	74.059	571
74.085	499	74.110	564
74.135	499	74.161	554
74.186	500	74.211	543
74.237	500	74.262	530
74.288	502	74.312	518
74.338	504	74.364	505
74.389	505	74.414	494
74.439	507	74.465	484
74.491	508	74.515	478
74.541	509	74.566	473
74.592	510	74.617	470
74.642	510	74.668	469
74.693	510	74.718	475
74.744	510	74.769	479
74.795	509	74.819	489
74.845	508	74.870	499
74.896	507	74.921	510
74.946	506	74.972	523
74.997	505	75.022	535
75.048	502	75.073	547
75.099	502	75.123	557
75.149	502	75.175	566
75.200	501	75.225	573
75.250	502	75.276	576
75.302	501	75.326	578
75.352	501	75.377	576
75.403	502	75.428	572
75.453	503	75.479	567
75.504	504	75.530	557
75.555	506	75.580	546
75.606	507	75.631	534
75.656	508	75.681	522
75.707	509	75.733	510
75.757	510	75.783	499
75.808	511	75.834	489
75.859	511	75.884	480
75.910	511	75.935	475
75.960	511	75.986	470
76.011	509	76.037	470
76.061	508	76.087	473
76.113	505	76.138	479
76.163	505	76.188	486
76.214	503	76.240	496
76.264	501	76.290	507
76.315	501	76.341	518
76.366	500	76.391	530
76.417	498	76.442	542
76.467	497	76.492	553
76.518	499	76.544	562
76.568	498	76.594	569
76.619	499	76.645	574
76.670	501	76.695	575
76.721	501	76.746	575
76.771	504	76.797	573
76.822	507	76.848	567
76.872	508	76.898	559
76.924	511	76.949	549
76.974	513	76.999	538
77.025	514	77.051	527
77.075	516	77.101	516
77.126	517	77.152	503
77.177	516	77.202	493
77.228	515	77.253	485
77.278	514	77.304	478
77.329	512	77.355	474
77.379	509	77.405	474
77.430	507	77.456	475
77.481	504	77.506	479
77.532	501	77.557	484
77.582	499	77.608	493
77.633	497	77.659	503
77.683	495	77.709	514
77.735	494	77.760	526
77.785	493	77.810	537
77.836	493	77.862	548
77.886	494	77.912	558
77.937	495	77.963	565
77.988	497	78.013	570
78.039	500	78.064	574
78.089	503	78.115	574
78.140	506	78.166	572
78.190	509	78.216	567
78.241	512	78.267	561
78.292	515	78.317	552
78.343	517	78.368	542
78.393	519	78.419	531
78.444	520	78.470	520
78.494	519	78.520	508
78.546	519	78.571	498
78.596	517	78.621	490
78.647	517	78.673	483
78.697	514	78.723	478
78.748	510	78.774	475
78.799	507	78.824	477
78.850	503	78.875	480
78.900	500	78.926	483
78.951	496	78.977	492
79.001	493	79.027	501
79.052	491	79.078	510
79.103	489	79.128	522
79.154	488	79.179	533
79.204	488	79.230	543
79.255	490	79.281	552
79.305	492	79.331	561
79.357	495	79.382	566
79.407	499	79.432	570
79.458	502	79.484	571
79.508	506	79.534	568
79.559	510	79.585	566
79.610	514	79.635	561
79.661	517	79.686	555
79.711	521	79.737	546
79.762	522	79.788	533
79.812	524	79.838	524
79.864	525	79.889	513
79.914	524	79.939	503
79.965	522	79.990	495
80.015	520	80.041	487
80.066	517	80.092	482
80.116	512	80.142	479
80.168	508	80.193	479
80.218	503	80.243	480
80.269	498	80.295	485
80.319	494	80.345	491
80.370	490	80.396	498
80.421	487	80.446	506
80.472	485	80.497	518
80.522	484	80.548	528
80.573	484	80.599	538
80.623	485	80.649	547
80.675	488	80.700	555
80.725	491	80.750	561
80.776	496	80.801	565
80.826	500	80.852	568
80.877	505	80.903	568
80.927	510	80.953	565
80.979	515	81.004	560
81.029	519	81.054	554
81.080	523	81.106	545
81.130	526	81.156	537
81.181	527	81.207	527
81.232	528	81.257	518
81.283	528	81.308	508
81.333	527	81.359	500
81.384	524	81.410	492
81.434	519	81.460	487
81.486	516	81.511	483
81.536	510	81.561	482
81.587	504	81.612	483
81.637	498	81.663	486
81.688	494	81.714	491
81.738	489	81.764	498
81.790	485	81.815	505
81.840	482	81.865	515
81.891	480	81.917	525
81.941	480	81.967	534
81.992	482	82.018	543
82.043	484	82.068	550
82.094	487	82.119	556
82.144	492	82.170	561
82.195	497	82.221	563
82.245	503	82.271	564
82.297	509	82.322	563
82.347	515	82.372	559
82.398	520	82.424	554
82.448	525	82.474	547
82.499	528	82.525	539
82.549	531	82.575	530
82.601	532	82.626	521
82.651	533	82.676	513
82.702	530	82.728	505
82.752	527	82.778	497
82.803	523	82.829	492
82.854	519	82.879	488
82.905	512	82.930	486
82.955	505	82.981	486
83.006	500	83.032	488
83.056	494	83.082	492
83.108	488	83.133	497
83.158	483	83.183	503
83.209	480	83.235	512
83.259	478	83.285	521
83.310	477	83.336	529
83.360	478	83.386	538
83.412	480	83.437	544
83.462	484	83.487	551
83.513	488	83.539	556
83.563	495	83.589	559
83.614	501	83.640	560
83.665	507	83.690	559
83.716	514	83.741	557
83.766	520	83.792	553
83.817	526	83.843	547
83.867	530	83.893	538
83.919	533	83.944	532
83.969	535	83.994	525
84.020	536	84.046	517
84.070	533	84.096	509
84.121	530	84.147	502
84.171	526	84.197	497
84.223	521	84.248	493
84.273	515	84.298	491
84.324	509	84.350	490
84.374	501	84.400	491
84.425	494	84.451	494
84.477	489	84.501	498
84.527	482	84.552	504
84.578	478	84.603	511
84.628	476	84.654	519
84.679	475	84.704	527
84.730	475	84.755	533
84.781	477	84.805	540
84.831	480	84.857	546
84.882	486	84.907	550
84.932	491	84.958	554
84.984	499	85.008	556
85.034	505	85.059	556
85.085	514	85.109	554
85.135	519	85.161	551
85.186	525	85.211	546
85.236	530	85.262	541
85.288	535	85.312	535
85.338	537	85.363	527
85.389	538	85.414	520
85.439	537	85.465	513
85.490	534	85.515	508
85.541	530	85.566	502
85.592	524	85.616	498
85.642	518	85.668	495
85.693	511	85.718	494
85.743	501	85.769	495
85.795	496	85.819	497
85.845	489	85.870	500
85.896	483	85.920	505
85.946	478	85.972	510
85.997	474	86.022	517
86.047	472	86.073	523
86.099	472	86.123	529
86.149	474	86.174	535
86.200	477	86.225	541
86.250	482	86.276	545
86.301	488	86.326	549
86.352	495	86.377	551
86.403	502	86.427	551
86.453	510	86.479	550
86.504	517	86.529	548
86.554	524	86.580	545
86.606	531	86.630	540
86.656	535	86.681	536
86.707	538	86.731	530
86.757	540	86.783	524
86.808	540	86.833	517
86.858	537	86.884	512
86.910	533	86.934	508
86.960	528	86.985	503
87.011	521	87.036	501
87.061	514	87.087	499
87.112	507	87.137	499
87.163	498	87.188	500
87.214	490	87.238	503
87.264	483	87.290	505
87.315	478	87.340	511
87.365	474	87.391	515
87.417	471	87.441	522
87.467	471	87.492	527
87.518	471	87.542	532
87.568	474	87.594	536
87.619	479	87.645	540
87.669	485	87.695	544
87.721	493	87.746	546
87.771	501	87.796	547
87.822	508	87.848	546
87.872	514	87.898	545
87.923	524	87.949	542
87.974	528	87.999	539
88.025	535	88.050	536
88.075	539	88.101	530
88.126	540	88.152	526
88.176	541	88.202	522
88.228	539	88.253	518
88.278	535	88.303	511
88.329	530	88.355	509
88.379	524	88.405	506
88.430	517	88.456	504
88.480	509	88.506	504
88.532	501	88.557	505
88.582	492	88.607	506
88.633	484	88.659	509
88.683	479	88.709	512
88.734	474	88.760	515
88.785	471	88.810	519
88.836	470	88.861	524
88.886	469	88.912	529
88.937	472	88.963	532
88.987	476	89.013	537
89.039	481	89.064	539
89.089	489	89.114	540
89.140	496	89.166	542
89.190	503	89.216	542
89.241	514	89.267	541
89.291	522	89.317	539
89.343	527	89.368	537
89.393	533	89.418	534
89.444	539	89.470	530
89.494	540	89.520	526
89.545	542	89.571	523
89.596	542	89.621	519
89.647	538	89.672	516
89.697	533	89.723	513
89.748	527	89.774	511
89.798	520	89.824	509
89.850	512	89.875	509
89.900	503	89.925	509
89.951	495	89.977	510
90.001	487	90.027	512
90.052	481	90.078	514
90.102	475	90.128	517
90.154	470	90.179	521
90.204	469	90.229	523
90.255	469	90.281	526
90.305	471	90.331	529
90.356	474	90.382	531
90.407	480	90.432	534
90.458	486	90.483	535
90.508	495	90.534	537
90.559	502	90.585	537
90.609	511	90.635	536
90.661	519	90.686	536
90.711	527	90.736	534
90.762	533	90.788	532
90.812	537	90.838	529
90.863	541	90.889	527
90.913	542	90.939	524
90.965	542	90.990	521
91.015	539	91.040	519
91.066	536	91.092	517
91.116	529	91.142	514
91.167	522	91.193	515
91.218	514	91.243	514
91.269	506	91.294	514
91.320	499	91.345	514
91.370	489	91.396	514
91.421	483	91.446	517
91.472	476	91.497	518
91.523	473	91.547	520
91.573	468	91.599	523
91.624	468	91.649	525
91.674	469	91.700	527
91.726	472	91.750	529
91.776	477	91.801	529
91.827	483	91.851	533
91.877	491	91.903	532
91.928	498	91.953	532
91.978	507	92.004	532
92.030	515	92.054	531
92.080	523	92.105	531
92.131	529	92.156	529
92.181	535	92.207	528
92.232	540	92.257	527
92.283	542	92.308	525
92.334	542	92.358	523
92.384	540	92.410	521
92.435	536	92.460	520
92.485	532	92.511	519
92.537	525	92.561	519
92.587	518	92.612	519
92.638	510	92.662	519
92.688	501	92.714	518
92.739	494	92.764	519
92.789	486	92.815	519
92.841	480	92.865	521
92.891	474	92.916	522
92.942	471	92.967	523
92.992	469	93.018	524
93.043	469	93.068	525
93.094	472	93.119	526
93.145	476	93.169	526
93.195	482	93.221	528
93.246	488	93.271	527
93.296	496	93.322	527
93.348	504	93.372	528
93.398	512	93.423	527
93.449	520	93.473	527
93.499	528	93.525	526
93.550	534	93.575	526
93.600	537	93.626	526
93.652	542	93.676	524
93.702	541	93.727	526
93.753	540	93.778	524
93.803	537	93.829	523
93.854	534	93.879	524
93.905	527	93.930	523
93.956	520	93.980	524
94.006	512	94.032	522
94.057	504	94.082	523
94.107	495	94.133	523
94.159	489	94.183	523
94.209	482	94.234	523
94.260	478	94.284	524
94.310	473	94.336	524
94.361	472	94.387	524
94.411	471	94.437	524
94.463	472	94.488	524
94.513	475	94.538	524
94.564	481	94.590	525
94.614	486	94.640	524
94.665	494	94.691	524
94.716	501	94.741	525
94.767	510	94.792	523
94.817	517	94.843	524
94.868	524	94.894	523
94.918	530	94.944	524
94.970	535	94.995	523
95.020	536	95.045	524
95.071	540	95.097	524
95.121	540	95.147	525
95.172	537	95.198	525
95.222	533	95.248	526
95.274	528	95.299	526
95.324	522	95.349	525
95.375	514	95.401	526
95.425	507	95.451	526
95.476	499	95.502	526
95.527	492	95.552	526
95.578	484	95.603	526
95.628	478	95.654	526
95.679	476	95.705	525
95.729	473	95.755	524
95.781	472	95.806	523
95.831	473	95.856	522
95.882	476	95.908	522
95.932	479	95.958	521
95.983	485	96.009	520
96.033	492	96.059	520
96.085	498	96.110	519
96.135	506	96.160	521
96.186	515	96.212	520
96.236	522	96.262	521
96.287	528	96.313	522
96.338	533	96.363	522
96.389	535	96.414	523
96.439	538	96.465	524
96.490	539	96.516	525
96.540	536	96.566	526
96.592	533	96.617	527
96.642	529	96.667	528
96.693	523	96.719	529
96.743	516	96.769	530
96.794	509	96.820	530
96.844	502	96.870	530
96.896	495	96.921	529
96.946	488	96.971	528
96.997	483	97.023	527
97.047	478	97.073	526
97.098	475	97.124	525
97.149	473	97.174	523
97.200	473	97.225	522
97.250	476	97.276	520
97.301	479	97.327	519
97.351	483	97.377	518
97.403	491	97.428	518
97.453	497	97.478	516
97.504	504	97.530	516
97.554	511	97.580	516
97.605	518	97.631	519
97.656	524	97.681	519
97.707	529	97.732	521
97.757	533	97.782	522
97.808	535	97.834	523
97.858	535	97.884	525
97.909	535	97.935	528
97.960	532	97.985	529
98.011	529	98.036	531
98.061	524	98.087	531
98.112	518	98.138	533
98.162	511	98.188	532
98.214	504	98.239	531
98.264	497	98.289	531
98.315	492	98.341	530
98.365	485	98.391	529
98.416	481	98.442	527
98.467	476	98.492	525
98.518	476	98.543	523
98.568	476	98.593	522
98.619	477	98.645	520
98.669	480	98.695	518
98.720	484	98.746	516
