#Creator: pendulumviewEventBuffer
#Creation time: Fri Mar 15 09:51:11 2024
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
20.352	552	20.378	516
20.402	589	20.428	518
20.453	622	20.479	521
20.504	648	20.529	524
20.555	666	20.580	527
20.605	676	20.631	530
20.656	678	20.682	533
20.706	670	20.732	536
20.758	654	20.783	538
20.808	630	20.833	540
20.859	599	20.885	541
20.909	564	20.935	541
20.960	525	20.986	542
21.010	486	21.036	540
21.062	447	21.087	537
21.112	412	21.137	535
21.163	381	21.189	530
21.213	357	21.239	525
21.264	342	21.290	520
21.315	334	21.340	515
21.366	335	21.391	510
21.416	345	21.442	505
21.467	363	21.493	500
21.517	389	21.543	498
21.569	422	21.594	496
21.619	456	21.644	495
21.670	495	21.696	496
21.720	534	21.746	499
21.771	572	21.797	502
21.821	605	21.847	506
21.873	634	21.898	512
21.923	655	21.948	519
21.974	668	22.000	528
22.024	674	22.050	534
22.075	669	22.101	540
22.126	657	22.151	547
22.177	637	22.202	552
22.227	610	22.253	556
22.278	577	22.304	558
22.328	541	22.354	559
22.380	503	22.405	557
22.430	465	22.455	555
22.481	429	22.507	551
22.531	397	22.557	544
22.582	371	22.608	537
22.633	352	22.658	528
22.684	342	22.709	519
22.734	339	22.759	510
22.785	346	22.811	501
22.835	360	22.861	493
22.886	382	22.912	487
22.937	410	22.962	482
22.988	443	23.013	479
23.038	480	23.064	477
23.089	517	23.115	480
23.139	554	23.165	484
23.191	588	23.216	491
23.241	617	23.266	499
23.292	641	23.318	508
23.342	657	23.368	519
23.393	665	23.419	530
23.444	665	23.469	541
23.495	658	23.520	551
23.545	641	23.570	561
23.596	616	23.622	568
23.646	588	23.672	573
23.697	555	23.723	575
23.748	519	23.773	575
23.799	482	23.824	573
23.850	447	23.875	567
23.900	415	23.926	558
23.951	387	23.976	551
24.002	366	24.027	537
24.053	353	24.077	525
24.103	347	24.129	512
24.154	350	24.179	499
24.204	360	24.230	487
24.256	377	24.280	478
24.306	403	24.331	469
24.357	432	24.381	464
24.407	466	24.433	462
24.458	501	24.483	463
24.508	536	24.534	467
24.560	570	24.584	474
24.610	601	24.635	483
24.661	625	24.686	494
24.711	643	24.737	509
24.762	654	24.787	524
24.813	657	24.838	539
24.864	653	24.888	553
24.914	639	24.940	566
24.965	622	24.990	577
25.015	595	25.041	585
25.067	566	25.091	590
25.117	533	25.142	591
25.168	498	25.193	590
25.218	465	25.244	585
25.269	433	25.294	575
25.319	404	25.345	563
25.371	382	25.395	551
25.421	367	25.446	534
25.472	359	25.497	518
25.522	357	25.548	502
25.573	364	25.598	486
25.624	378	25.649	472
25.675	397	25.699	460
25.725	424	25.751	452
25.776	455	25.801	447
25.826	487	25.852	447
25.878	520	25.902	451
25.928	552	25.953	458
25.979	582	26.004	467
26.029	607	26.055	481
26.080	627	26.105	497
26.130	640	26.156	515
26.182	647	26.206	533
26.232	645	26.257	551
26.283	637	26.308	568
26.333	623	26.359	582
26.384	601	26.409	594
26.435	574	26.460	602
26.486	545	26.510	605
26.536	513	26.562	605
26.587	481	26.612	600
26.637	450	26.663	590
26.689	423	26.713	578
26.739	400	26.764	564
26.790	383	26.815	546
26.840	372	26.866	527
26.891	368	26.917	507
26.941	372	26.967	488
26.993	382	27.018	470
27.043	397	27.068	455
27.094	418	27.120	444
27.144	446	27.170	436
27.195	475	27.221	432
27.246	505	27.271	434
27.297	536	27.322	440
27.347	564	27.373	451
27.398	589	27.424	467
27.448	609	27.474	483
27.500	624	27.525	504
27.550	633	27.575	526
27.601	635	27.627	546
27.651	629	27.677	566
27.702	618	27.728	584
27.753	601	27.778	599
27.804	578	27.829	610
27.854	554	27.879	617
27.905	525	27.931	619
27.955	496	27.981	616
28.006	467	28.032	608
28.057	441	28.082	596
28.108	418	28.133	578
28.158	401	28.184	559
28.209	388	28.235	538
28.259	382	28.285	516
28.311	381	28.336	493
28.361	388	28.386	471
28.412	400	28.438	453
28.462	418	28.488	437
28.513	441	28.539	427
28.564	466	28.589	420
28.615	493	28.640	420
28.665	520	28.690	425
28.716	547	28.742	435
28.766	571	28.792	449
28.817	591	28.843	468
28.868	606	28.893	490
28.919	616	28.944	515
28.969	620	28.995	538
29.020	618	29.046	561
29.070	612	29.096	583
29.122	599	29.147	601
29.172	579	29.197	616
29.223	558	29.249	626
29.273	533	29.299	630
29.324	508	29.350	629
29.375	482	29.400	622
29.426	458	29.451	611
29.476	437	29.501	595
29.527	418	29.553	574
29.577	406	29.603	551
29.628	398	29.654	526
29.679	395	29.704	501
29.730	399	29.755	476
29.780	408	29.806	454
29.831	422	29.857	435
29.881	439	29.907	421
29.933	461	29.958	412
29.983	484	30.008	408
30.034	508	30.060	412
30.084	532	30.110	420
30.135	553	30.161	434
30.186	572	30.211	454
30.237	588	30.262	476
30.287	598	30.313	501
30.338	605	30.364	527
30.388	605	30.414	553
30.439	600	30.465	578
30.490	591	30.515	600
30.541	577	30.566	618
30.592	559	30.617	631
30.642	539	30.668	638
30.693	517	30.718	640
30.744	495	30.769	634
30.795	474	30.819	625
30.845	454	30.871	609
30.896	437	30.921	588
30.946	424	30.972	565
30.998	415	31.022	539
31.048	412	31.073	511
31.099	413	31.124	484
31.149	417	31.175	459
31.200	428	31.225	436
31.250	441	31.276	419
31.302	459	31.326	407
31.352	477	31.377	400
31.403	498	31.428	401
31.453	519	31.479	407
31.504	538	31.529	420
31.555	555	31.580	439
31.606	570	31.630	460
31.656	581	31.682	487
31.707	588	31.732	515
31.757	590	31.783	543
31.809	588	31.833	570
31.859	581	31.884	596
31.910	572	31.935	617
31.960	557	31.986	633
32.011	541	32.036	643
32.061	524	32.087	647
32.113	505	32.137	646
32.163	486	32.188	637
32.214	470	32.239	623
32.264	454	32.290	604
32.315	442	32.340	580
32.366	433	32.391	551
32.417	428	32.441	524
32.467	427	32.493	494
32.518	430	32.543	466
32.568	438	32.594	441
32.620	448	32.644	420
32.670	460	32.695	405
32.721	476	32.746	395
32.771	491	32.797	392
32.822	509	32.847	396
32.873	525	32.898	407
32.924	539	32.948	424
32.974	552	32.999	447
33.025	562	33.050	472
33.075	569	33.101	502
33.126	573	33.151	531
33.177	572	33.202	561
33.228	569	33.252	588
33.278	562	33.304	612
33.329	551	33.354	631
33.379	540	33.405	645
33.431	526	33.455	652
33.481	512	33.506	653
33.532	497	33.557	646
33.582	483	33.608	636
33.633	470	33.659	617
33.684	460	33.709	592
33.735	452	33.760	567
33.785	446	33.810	537
33.836	444	33.862	506
33.886	445	33.912	476
33.937	449	33.963	448
33.988	457	34.013	425
34.039	465	34.064	406
34.089	476	34.115	393
34.140	489	34.166	387
34.190	501	34.216	389
34.242	514	34.267	395
34.292	526	34.317	412
34.343	536	34.369	432
34.393	544	34.419	458
34.444	551	34.470	486
34.495	555	34.520	517
34.546	556	34.571	548
34.596	554	34.621	578
34.647	550	34.673	605
34.697	543	34.723	627
34.748	535	34.774	644
34.799	526	34.824	654
34.850	516	34.875	658
34.900	504	34.926	655
34.951	494	34.977	645
35.001	484	35.027	628
35.053	476	35.078	606
35.103	470	35.128	582
35.154	465	35.180	551
35.204	462	35.230	519
35.255	462	35.281	488
35.306	464	35.331	459
35.357	468	35.382	432
35.407	474	35.433	410
35.458	481	35.484	396
35.508	489	35.534	386
35.559	498	35.585	384
35.610	506	35.635	389
35.661	514	35.686	402
35.711	522	35.737	420
35.762	528	35.788	445
35.812	533	35.838	472
35.864	536	35.889	504
35.914	538	35.939	535
35.965	537	35.991	566
36.015	535	36.041	595
36.066	532	36.092	619
36.117	527	36.142	639
36.168	521	36.193	651
36.218	515	36.244	659
36.269	508	36.295	660
36.319	502	36.345	652
36.370	495	36.396	638
36.421	490	36.446	618
36.472	486	36.497	593
36.522	482	36.548	565
36.573	480	36.599	533
36.623	480	36.649	502
36.675	480	36.700	471
36.725	482	36.750	443
36.776	485	36.802	418
36.826	488	36.852	400
36.877	492	36.903	388
36.928	498	36.953	382
36.979	502	37.004	385
37.029	507	37.055	395
37.080	511	37.106	411
37.130	514	37.156	431
37.181	517	37.207	460
37.232	519	37.257	489
37.283	520	37.308	521
37.333	520	37.359	553
37.384	519	37.410	583
37.434	519	37.460	609
37.486	516	37.511	632
37.536	515	37.561	648
37.587	511	37.613	657
37.637	509	37.663	660
37.688	506	37.714	656
37.739	503	37.764	645
37.790	501	37.815	628
37.840	500	37.866	606
37.891	499	37.917	577
37.941	498	37.967	547
37.993	497	38.018	516
38.043	497	38.068	484
38.094	497	38.119	455
38.144	498	38.170	428
38.195	498	38.221	407
38.245	500	38.271	392
38.297	499	38.322	385
38.347	501	38.372	383
38.398	502	38.424	390
38.448	503	38.474	403
38.499	503	38.525	423
38.550	503	38.575	447
38.601	502	38.626	478
38.651	503	38.677	507
38.702	503	38.728	539
38.752	502	38.778	569
38.804	503	38.829	597
38.854	502	38.879	621
38.905	504	38.930	640
38.955	504	38.981	652
39.006	505	39.032	657
39.056	506	39.082	657
39.108	507	39.133	649
39.158	509	39.183	635
39.209	511	39.235	615
39.259	511	39.285	588
39.310	512	39.336	561
39.361	513	39.386	529
39.412	513	39.437	498
39.462	513	39.488	468
39.513	512	39.539	440
39.563	510	39.589	417
39.615	508	39.640	400
39.665	506	39.690	390
39.716	503	39.741	385
39.766	500	39.792	388
39.817	498	39.843	399
39.867	495	39.893	415
39.919	492	39.944	438
39.969	490	39.994	465
40.020	488	40.046	492
40.070	488	40.096	525
40.121	487	40.147	555
40.172	489	40.197	584
40.223	492	40.248	610
40.273	491	40.299	630
40.324	497	40.350	645
40.374	500	40.400	653
40.426	506	40.451	655
40.476	509	40.501	650
40.527	514	40.553	637
40.577	519	40.603	621
40.628	522	40.654	599
40.678	525	40.704	572
40.730	527	40.755	542
40.780	528	40.805	512
40.831	527	40.857	481
40.881	526	40.907	454
40.932	522	40.958	429
40.983	519	41.008	410
41.034	513	41.059	398
41.084	507	41.110	390
41.135	502	41.161	390
41.185	495	41.211	396
41.237	489	41.262	411
41.287	484	41.312	430
41.338	478	41.364	454
41.388	475	41.414	483
41.439	474	41.465	512
41.489	472	41.515	542
41.541	475	41.566	570
41.591	478	41.616	596
41.642	481	41.668	618
41.692	488	41.718	635
41.743	493	41.769	645
41.794	503	41.819	650
41.845	510	41.870	648
41.895	517	41.921	639
41.946	525	41.972	625
41.996	531	42.022	605
42.048	537	42.073	580
42.098	540	42.123	553
42.149	542	42.175	525
42.199	541	42.225	494
42.250	539	42.276	467
42.300	535	42.326	443
42.352	529	42.377	422
42.402	523	42.427	407
42.453	514	42.479	397
42.503	505	42.529	395
42.554	495	42.580	398
42.605	486	42.630	409
42.656	478	42.681	425
42.706	471	42.732	447
42.757	465	42.783	472
42.807	461	42.833	499
42.859	460	42.884	527
42.909	460	42.934	556
42.960	464	42.986	582
43.010	469	43.036	605
43.061	477	43.087	623
43.111	485	43.137	635
43.163	495	43.188	643
43.214	507	43.238	643
43.264	517	43.290	639
43.315	527	43.340	626
43.365	537	43.391	610
43.417	545	43.441	587
43.467	551	43.492	564
43.518	552	43.543	536
43.568	555	43.594	509
43.619	553	43.644	481
43.670	549	43.695	457
43.721	543	43.745	435
43.771	532	43.797	418
43.822	524	43.847	408
43.872	511	43.898	402
43.924	498	43.948	403
43.974	486	43.999	411
44.025	474	44.049	423
44.075	464	44.101	441
44.126	456	44.151	464
44.176	450	44.202	488
44.228	447	44.252	516
44.278	447	44.303	542
44.329	450	44.354	568
44.379	456	44.405	591
44.430	464	44.455	610
44.481	475	44.506	623
44.532	487	44.556	633
44.582	500	44.608	636
44.633	514	44.658	633
44.683	527	44.709	624
44.735	540	44.759	611
44.785	551	44.810	593
44.836	559	44.860	570
44.886	565	44.912	545
44.937	567	44.962	520
44.987	566	45.013	495
45.039	562	45.063	471
45.089	556	45.114	450
45.140	546	45.165	432
45.190	534	45.216	419
45.241	518	45.266	411
45.292	505	45.317	410
45.343	489	45.367	415
45.393	474	45.419	424
45.444	461	45.469	439
45.494	450	45.520	459
45.546	442	45.570	481
45.596	436	45.621	505
45.647	434	45.671	530
45.697	436	45.723	554
45.748	442	45.773	576
45.798	449	45.824	596
45.850	464	45.874	611
45.900	476	45.925	621
45.951	492	45.976	626
46.001	509	46.027	627
46.052	525	46.077	621
46.103	540	46.128	610
46.154	554	46.179	593
46.204	565	46.230	576
46.255	573	46.281	554
46.305	578	46.331	531
46.357	578	46.382	508
46.407	575	46.432	485
46.458	569	46.484	464
46.508	557	46.534	446
46.559	545	46.585	433
46.609	527	46.635	424
46.661	511	46.686	418
46.711	494	46.736	421
46.762	476	46.788	428
46.812	460	46.838	439
46.863	444	46.889	457
46.914	435	46.939	476
46.965	428	46.990	496
47.015	424	47.041	520
47.066	425	47.092	542
47.116	430	47.142	565
47.168	438	47.193	582
47.218	451	47.243	598
47.269	465	47.295	609
47.319	484	47.345	615
47.370	501	47.396	618
47.420	520	47.446	614
47.472	538	47.497	606
47.522	554	47.547	596
47.573	569	47.599	579
47.623	579	47.649	561
47.674	586	47.700	540
47.725	588	47.750	519
47.776	587	47.801	497
47.826	581	47.852	478
47.877	569	47.903	461
47.927	557	47.953	447
47.979	540	48.004	437
48.029	521	48.054	431
48.080	501	48.106	430
48.130	481	48.156	435
48.181	463	48.207	444
48.231	446	48.257	456
48.283	432	48.308	473
48.333	422	48.358	491
48.384	416	48.410	509
48.434	415	48.460	531
48.485	418	48.511	550
48.536	426	48.561	569
48.587	438	48.612	583
48.637	454	48.663	595
48.688	471	48.714	602
48.738	492	48.764	606
48.790	513	48.815	606
48.840	534	48.865	601
48.891	553	48.917	591
48.941	570	48.967	579
48.992	583	49.018	563
49.042	592	49.068	545
49.094	597	49.119	527
49.144	597	49.169	509
49.195	592	49.221	491
49.245	582	49.271	474
49.296	569	49.322	461
49.347	552	49.372	451
49.398	531	49.423	445
49.449	510	49.474	442
49.499	489	49.525	444
49.550	467	49.575	449
49.601	448	49.626	461
49.652	431	49.676	472
49.702	418	49.728	487
49.753	410	49.778	504
49.803	406	49.829	521
49.855	408	49.879	538
49.905	415	49.930	555
49.956	426	49.980	569
50.006	442	50.032	581
50.057	460	50.082	589
50.107	482	50.133	593
50.159	504	50.183	595
50.209	527	50.234	591
50.260	548	50.285	586
50.310	568	50.336	575
50.361	583	50.386	564
50.412	595	50.437	550
50.463	603	50.487	533
50.513	605	50.539	518
50.564	600	50.589	502
50.614	593	50.640	488
50.666	580	50.690	475
50.716	563	50.741	465
50.767	544	50.791	458
50.817	520	50.843	454
50.868	497	50.893	455
50.918	474	50.944	458
50.970	452	50.994	465
51.020	433	51.045	475
51.071	418	51.096	486
51.121	407	51.147	500
51.172	401	51.197	514
51.223	400	51.248	529
51.274	405	51.298	543
51.324	416	51.350	555
51.375	430	51.400	566
51.425	449	51.451	575
51.477	470	51.501	580
51.527	494	51.552	583
51.578	518	51.602	582
51.628	541	51.654	578
51.679	563	51.704	571
51.729	582	51.755	560
51.781	596	51.805	551
51.831	606	51.856	536
51.882	611	51.907	526
51.932	609	51.958	512
51.983	603	52.008	499
52.034	591	52.059	488
52.085	574	52.109	479
52.135	555	52.161	473
52.186	533	52.211	468
52.236	506	52.262	467
52.288	483	52.312	468
52.338	459	52.363	472
52.389	438	52.413	479
52.439	420	52.465	488
52.490	406	52.516	498
52.540	398	52.566	510
52.592	395	52.617	522
52.642	398	52.667	533
52.693	406	52.719	544
52.743	419	52.769	553
52.794	438	52.820	560
52.845	459	52.870	566
52.896	483	52.921	569
52.946	508	52.972	570
52.997	534	53.023	568
53.047	556	53.073	563
53.099	576	53.124	557
53.149	594	53.174	547
53.200	606	53.226	539
53.250	613	53.276	530
53.301	615	53.327	519
53.351	612	53.377	509
53.403	601	53.428	500
53.453	586	53.478	493
53.504	566	53.530	486
53.554	542	53.580	482
53.605	518	53.631	480
53.656	493	53.681	480
53.707	467	53.732	483
53.757	444	53.783	487
53.808	424	53.834	492
53.858	408	53.884	500
53.910	397	53.935	509
53.960	392	53.985	517
54.011	392	54.037	525
54.061	398	54.087	534
54.112	410	54.138	541
54.162	426	54.188	547
54.214	447	54.239	552
54.264	472	54.289	555
54.315	497	54.341	556
54.365	524	54.391	556
54.416	548	54.442	553
54.467	571	54.492	550
54.518	590	54.543	544
54.568	604	54.594	539
54.619	613	54.645	532
54.669	617	54.695	525
54.721	615	54.746	517
54.771	608	54.796	510
54.822	594	54.848	504
54.872	576	54.898	500
54.923	554	54.949	496
54.973	529	54.999	494
55.025	503	55.050	493
55.075	477	55.100	494
55.126	453	55.152	497
55.176	430	55.202	499
55.227	413	55.253	504
55.278	399	55.303	508
55.329	391	55.354	515
55.379	389	55.405	520
55.430	393	55.456	525
55.480	403	55.506	531
55.532	416	55.557	535
55.582	438	55.607	539
55.633	461	55.659	541
55.683	486	55.709	542
55.734	513	55.760	543
55.785	538	55.810	542
55.836	562	55.861	541
55.886	583	55.911	537
55.937	600	55.963	535
55.987	612	56.013	531
56.038	618	56.064	527
56.089	618	56.114	522
56.140	612	56.165	518
56.190	601	56.216	515
56.241	585	56.267	512
56.291	564	56.317	509
56.343	540	56.368	508
56.393	514	56.418	507
56.444	488	56.470	506
56.494	463	56.520	507
56.545	439	56.571	508
56.596	419	56.621	510
56.647	404	56.672	512
56.697	394	56.722	515
56.748	389	56.774	517
56.798	391	56.824	520
56.849	398	56.875	522
56.900	411	56.925	525
56.951	429	56.976	527
57.002	450	57.027	528
57.052	474	57.078	529
57.103	501	57.128	529
57.154	527	57.179	530
57.205	552	57.229	530
57.255	575	57.281	530
57.306	593	57.331	529
57.356	606	57.382	527
57.408	615	57.432	526
57.458	618	57.483	525
57.509	615	57.533	524
57.559	607	57.585	523
57.610	591	57.635	522
57.660	573	57.686	521
57.712	551	57.736	520
57.762	525	57.787	520
57.813	498	57.838	520
57.863	473	57.889	519
57.914	449	57.939	519
57.965	428	57.990	518
58.016	411	58.040	518
58.066	398	58.092	518
58.117	392	58.142	517
58.167	391	58.193	517
58.219	396	58.243	517
58.269	406	58.294	518
58.320	421	58.345	517
58.370	441	58.396	517
58.421	466	58.446	516
