#Creator: pendulumEventBuffer
#Creation time: Tue Jan  1 01:30:49 2013
#Time	Period	Transit time
#[s]	[s]	[s]
978.197195	2.104915	0.135862
979.249647	2.104908	0.136170
980.302103	2.104875	0.136490
981.354522	2.104866	0.136780
982.406969	2.104881	0.137074
983.459403	2.104887	0.137374
984.511856	2.104907	0.137692
985.564310	2.104909	0.138012
986.616765	2.104879	0.138302
987.669189	2.104874	0.138598
988.721639	2.104856	0.138922
989.774045	2.104836	0.139238
990.826475	2.104859	0.139534
991.878904	2.104861	0.139852
992.931336	2.104842	0.140168
993.983746	2.104831	0.140476
995.036167	2.104818	0.140790
996.088564	2.104833	0.141080
997.141000	2.104843	0.141396
998.193407	2.104820	0.141710
999.245820	2.104810	0.142020
1000.298217	2.104804	0.142346
1001.350624	2.104806	0.142648
1002.403023	2.104797	0.142970
1003.455421	2.104749	0.143298
1004.507772	2.104729	0.143612
1005.560150	2.104747	0.143912
1006.612519	2.104713	0.144238
1007.664863	2.104676	0.144566
1008.717195	2.104741	0.144866
1009.769604	2.104732	0.145200
1010.821927	2.104693	0.145526
1011.874297	2.104724	0.145830
1012.926651	2.104711	0.146134
1013.979008	2.104708	0.146452
1015.031359	2.104706	0.146802
1016.083714	2.104689	0.147128
1017.136048	2.104685	0.147420
1018.188399	2.104712	0.147738
1019.240760	2.104726	0.148068
1020.293125	2.104681	0.148398
1021.345441	2.104676	0.148730
1022.397801	2.104683	0.149062
1023.450124	2.104676	0.149384
1024.502477	2.104688	0.149706
1025.554812	2.104687	0.150020
1026.607164	2.104672	0.150348
1027.659484	2.104645	0.150696
1028.711809	2.104625	0.151030
1029.764109	2.104643	0.151362
1030.816452	2.104657	0.151716
1031.868766	2.104634	0.152064
1032.921086	2.104628	0.152376
1033.973394	2.104638	0.152696
1035.025724	2.104627	0.153036
1036.078021	2.104603	0.153362
1037.130327	2.104595	0.153682
1038.182616	2.104615	0.154004
1039.234942	2.104581	0.154344
1040.287197	2.104539	0.154702
1041.339481	2.104576	0.155038
1042.391773	2.104588	0.155354
1043.444069	2.104542	0.155694
1044.496315	2.104537	0.156034
1045.548606	2.104573	0.156372
1046.600888	2.104558	0.156712
1047.653164	2.104530	0.157028
1048.705418	2.104546	0.157368
1049.757710	2.104557	0.157728
1050.809975	2.104549	0.158054
1051.862259	2.104513	0.158378
1052.914488	2.104500	0.158712
1053.966759	2.104509	0.159050
1055.018997	2.104498	0.159382
1056.071257	2.104506	0.159710
1057.123503	2.104513	0.160046
1058.175770	2.104471	0.160376
1059.227974	2.104473	0.160720
1060.280243	2.104527	0.161070
1061.332501	2.104503	0.161422
1062.384746	2.104464	0.161764
1063.436965	2.104470	0.162102
1064.489216	2.104452	0.162468
1065.541417	2.104433	0.162810
1066.593649	2.104455	0.163118
1067.645872	2.104473	0.163456
1068.698122	2.104472	0.163808
1069.750344	2.104447	0.164140
1070.802569	2.104428	0.164490
1071.854772	2.104425	0.164852
1072.906994	2.104413	0.165188
1073.959185	2.104415	0.165518
1075.011409	2.104391	0.165886
1076.063576	2.104379	0.166248
1077.115788	2.104389	0.166584
1078.167965	2.104383	0.166926
1079.220171	2.104402	0.167270
1080.272367	2.104370	0.167622
1081.324541	2.104325	0.167978
1082.376692	2.104361	0.168316
1083.428902	2.104385	0.168668
1084.481077	2.104360	0.169026
1085.533262	2.104358	0.169380
1086.585435	2.104338	0.169730
1087.637600	2.104297	0.170072
1088.689732	2.104323	0.170420
1089.741923	2.104331	0.170778
1090.794063	2.104295	0.171130
1091.846218	2.104320	0.171476
1092.898383	2.104344	0.171870
1093.950562	2.104323	0.172244
1095.002706	2.104311	0.172588
1096.054873	2.104283	0.172946
1097.106989	2.104266	0.173302
1098.159139	2.104264	0.173666
1099.211253	2.104245	0.174022
1100.263384	2.104255	0.174380
1101.315508	2.104233	0.174720
1102.367617	2.104223	0.175066
1103.419731	2.104286	0.175434
1104.471903	2.104255	0.175790
1105.523986	2.104230	0.176112
1106.576133	2.104224	0.176438
1107.628210	2.104215	0.176756
1108.680348	2.104202	0.177108
1109.732412	2.104160	0.177472
1110.784508	2.104133	0.177808
1111.836545	2.104133	0.178214
1112.888641	2.104246	0.178570
1113.940791	2.104149	0.178834
1114.992790	2.104092	0.179152
1116.044883	2.104203	0.179546
1117.096993	2.104183	0.179906
1118.149066	2.104151	0.180232
1119.201144	2.104145	0.180572
1120.253211	2.104129	0.180898
1121.305273	2.104097	0.181230
1122.357308	2.104104	0.181552
1123.409377	2.104132	0.181906
1124.461440	2.104127	0.182260
1125.513504	2.104115	0.182584
1126.565555	2.104149	0.182910
1127.617653	2.104075	0.183266
1128.669630	2.104090	0.183600
1129.721743	2.104159	0.183954
1130.773789	2.104006	0.184310
1131.825749	2.104024	0.184602
1132.877813	2.104122	0.184914
1133.929871	2.104043	0.185258
1134.981856	2.104011	0.185576
1136.033882	2.104050	0.185880
1137.085906	2.104085	0.186196
1138.137967	2.104046	0.186570
1139.189952	2.104030	0.186920
1140.241997	2.104055	0.187218
1141.294007	2.104037	0.187562
1142.346034	2.104066	0.187900
1143.398073	2.104075	0.188278
1144.450109	2.103996	0.188678
1145.502069	2.104006	0.188946
1146.554115	2.104048	0.189234
1147.606117	2.104032	0.189610
1148.658147	2.104044	0.189950
1149.710161	2.104031	0.190278
1150.762178	2.103964	0.190620
1151.814125	2.104042	0.190946
1152.866220	2.104125	0.191260
1153.918250	2.103958	0.191608
1154.970178	2.103813	0.191960
1156.022063	2.104026	0.192270
1157.074204	2.104059	0.192592
1158.126122	2.103904	0.192984
1159.178108	2.103993	0.193340
1160.230115	2.103980	0.193638
1161.282088	2.103969	0.193968
1162.334084	2.103985	0.194328
1163.386073	2.103966	0.194686
1164.438050	2.103972	0.195032
1165.490045	2.103917	0.195338
1166.541967	2.103803	0.195698
1167.593848	2.103946	0.196076
1168.645913	2.104096	0.196334
1169.697944	2.103922	0.196688
1170.749835	2.103839	0.197046
1171.801783	2.103922	0.197382
1172.853757	2.103886	0.197710
1173.905669	2.103894	0.197994
1174.957651	2.103935	0.198366
1176.009604	2.103896	0.198732
1177.061547	2.103903	0.199090
1178.113507	2.103859	0.199450
1179.165406	2.103851	0.199772
1180.217358	2.103904	0.200100
1181.269310	2.103931	0.200436
1182.321289	2.103930	0.200766
1183.373240	2.103900	0.201100
1184.425189	2.103897	0.201462
1185.477137	2.103896	0.201806
1186.529085	2.103854	0.202110
1187.580991	2.103798	0.202430
1188.632883	2.103856	0.202742
1189.684847	2.103925	0.203034
1190.736808	2.103885	0.203344
1191.788732	2.103834	0.203660
1192.840642	2.103740	0.203964
1193.892472	2.103770	0.204316
1194.944412	2.103848	0.204692
1195.996320	2.103828	0.205012
1197.048240	2.103813	0.205324
1198.100133	2.103827	0.205642
1199.152067	2.103789	0.205970
1200.203922	2.103790	0.206268
1201.255857	2.103884	0.206570
1202.307806	2.103846	0.206880
1203.359703	2.103806	0.207182
1204.411612	2.103791	0.207532
1205.463494	2.103804	0.207868
1206.515416	2.103841	0.208200
1207.567335	2.103783	0.208510
1208.619199	2.103794	0.208822
1209.671129	2.103842	0.209178
1210.723041	2.103841	0.209534
1211.774970	2.103761	0.209876
1212.826802	2.103796	0.210168
1213.878766	2.103852	0.210476
1214.930654	2.103801	0.210816
1215.982567	2.103825	0.211146
1217.034479	2.103805	0.211466
1218.086372	2.103775	0.211764
1219.138254	2.103827	0.212108
1220.190199	2.103858	0.212478
1221.242112	2.103826	0.212788
1222.294025	2.103794	0.213070
1223.345906	2.103805	0.213384
1224.397830	2.103799	0.213728
1225.449705	2.103756	0.214038
1226.501586	2.103741	0.214376
1227.553446	2.103759	0.214748
1228.605345	2.103793	0.215050
1229.657239	2.103790	0.215374
1230.709135	2.103707	0.215722
1231.760946	2.103748	0.216004
1232.812883	2.103787	0.216318
1233.864733	2.103754	0.216646
1234.916637	2.103778	0.216950
1235.968511	2.103782	0.217278
1237.020419	2.103764	0.217622
1238.072275	2.103711	0.217962
1239.124130	2.103715	0.218284
1240.175990	2.103721	0.218620
1241.227851	2.103738	0.218962
1242.279728	2.103769	0.219264
1243.331620	2.103748	0.219592
1244.383476	2.103750	0.219924
1245.435370	2.103765	0.220252
1246.487241	2.103732	0.220606
1247.539102	2.103713	0.220928
1248.590954	2.103739	0.221240
1249.642841	2.103738	0.221570
1250.694692	2.103740	0.221916
1251.746581	2.103758	0.222266
1252.798450	2.103762	0.222616
1253.850343	2.103732	0.222946
1254.902182	2.103723	0.223256
1255.954066	2.103795	0.223580
1257.005977	2.103781	0.223906
1258.057847	2.103687	0.224250
1259.109664	2.103677	0.224596
1260.161524	2.103744	0.224944
1261.213408	2.103803	0.225232
1262.265327	2.103750	0.225550
1263.317158	2.103688	0.225932
1264.369015	2.103671	0.226278
1265.420829	2.103685	0.226618
1266.472700	2.103715	0.226968
1267.524544	2.103689	0.227308
1268.576389	2.103710	0.227646
1269.628254	2.103720	0.227964
1270.680109	2.103669	0.228294
1271.731923	2.103677	0.228630
1272.783786	2.103701	0.228968
1273.835624	2.103704	0.229328
1274.887490	2.103695	0.229640
1275.939319	2.103696	0.229950
1276.991186	2.103705	0.230304
1278.043024	2.103696	0.230660
1279.094882	2.103697	0.231008
1280.146721	2.103683	0.231362
1281.198565	2.103683	0.231714
1282.250404	2.103735	0.232072
1283.302300	2.103702	0.232416
1284.354106	2.103647	0.232720
1285.405947	2.103692	0.233062
1286.457798	2.103651	0.233384
1287.509598	2.103674	0.233716
1288.561472	2.103729	0.234072
1289.613327	2.103707	0.234378
1290.665179	2.103710	0.234738
1291.717037	2.103688	0.235102
1292.768867	2.103670	0.235442
1293.820707	2.103662	0.235782
1294.872529	2.103689	0.236086
1295.924396	2.103675	0.236432
1296.976204	2.103705	0.236800
1298.028101	2.103724	0.237150
1299.079928	2.103679	0.237496
1300.131780	2.103628	0.237820
1301.183556	2.103628	0.238164
1302.235408	2.103658	0.238520
1303.287214	2.103665	0.238900
1304.339073	2.103705	0.239258
1305.390919	2.103692	0.239598
1306.442765	2.103685	0.239974
1307.494604	2.103666	0.240336
1308.546431	2.103637	0.240682
1309.598241	2.103671	0.241038
1310.650102	2.103652	0.241376
1311.701893	2.103629	0.241678
1312.753731	2.103654	0.242014
1313.805547	2.103650	0.242338
1314.857381	2.103648	0.242662
1315.909195	2.103636	0.243038
1316.961017	2.103648	0.243382
1318.012843	2.103644	0.243682
1319.064661	2.103707	0.244062
1320.116550	2.103704	0.244464
1321.168365	2.103632	0.244826
1322.220182	2.103633	0.245184
1323.271998	2.103591	0.245556
1324.323773	2.103589	0.245926
1325.375587	2.103588	0.246298
1326.427361	2.103566	0.246690
1327.479153	2.103597	0.247066
1328.530958	2.103671	0.247452
1329.582824	2.103646	0.247772
1330.634604	2.103526	0.248112
1331.686350	2.103478	0.248512
1332.738082	2.103586	0.248964
1333.789936	2.103654	0.249376
1334.841736	2.103625	0.249664
1335.893561	2.103587	0.250026
1336.945323	2.103570	0.250410
1337.997131	2.103625	0.250774
1339.048948	2.103612	0.251156
1340.100743	2.103596	0.251486
1341.152544	2.103549	0.251852
1342.204292	2.103525	0.252296
1343.256069	2.103598	0.252630
1344.307890	2.103608	0.252944
1345.359677	2.103595	0.253330
1346.411485	2.103624	0.253726
1347.463301	2.103583	0.254142
1348.515068	2.103498	0.254560
1349.566799	2.103508	0.254922
1350.618576	2.103495	0.255292
1351.670294	2.103501	0.255692
1352.722077	2.103568	0.256066
1353.773862	2.103585	0.256424
1354.825662	2.103572	0.256816
1355.877434	2.103613	0.257192
1356.929275	2.103640	0.257538
1357.981074	2.103635	0.257916
1359.032910	2.103601	0.258308
1360.084675	2.103559	0.258662
1361.136469	2.103589	0.259034
1362.188264	2.103572	0.259416
1363.240041	2.103547	0.259786
1364.291811	2.103573	0.260194
1365.343614	2.103537	0.260568
1366.395348	2.103567	0.260912
1367.447181	2.103622	0.261310
1368.498970	2.103519	0.261700
1369.550700	2.103482	0.262112
1370.602452	2.103566	0.262524
1371.654266	2.103587	0.262860
1372.706039	2.103701	0.263190
1373.757967	2.103474	0.263658
1374.809513	2.103426	0.264026
1375.861393	2.103591	0.264346
1376.913104	2.103515	0.264772
1377.964908	2.103571	0.265160
1379.016675	2.103564	0.265550
1380.068472	2.103579	0.265928
1381.120254	2.103560	0.266328
1382.172032	2.103521	0.266728
1383.223775	2.103535	0.267078
1384.275567	2.103569	0.267454
1385.327344	2.103512	0.267908
1386.379079	2.103511	0.268318
1387.430855	2.103587	0.268638
1388.482666	2.103496	0.269008
1389.534351	2.103478	0.269354
1390.586144	2.103540	0.269664
1391.637891	2.103573	0.269990
1392.689717	2.103565	0.270350
1393.741456	2.103528	0.270784
1394.793245	2.103561	0.271118
1395.845017	2.103523	0.271418
1396.896768	2.103557	0.271800
1397.948574	2.103616	0.272172
1399.000384	2.103559	0.272516
1400.052133	2.103552	0.272898
1401.103936	2.103529	0.273296
1402.155662	2.103470	0.273704
1403.207406	2.103486	0.274100
1404.259148	2.103553	0.274480
1405.310959	2.103568	0.274874
1406.362716	2.103558	0.275288
1407.414517	2.103587	0.275726
1408.466303	2.103578	0.276074
1409.518095	2.103554	0.276450
1410.569857	2.103548	0.276870
1411.621643	2.103540	0.277274
1412.673397	2.103566	0.277642
1413.725209	2.103603	0.277990
1414.777000	2.103588	0.278408
1415.828797	2.103558	0.278822
1416.880558	2.103478	0.279236
1417.932275	2.103569	0.279634
1418.984127	2.103665	0.280018
1420.035940	2.103508	0.280520
1421.087635	2.103344	0.280946
1422.139284	2.103443	0.281276
1423.191078	2.103533	0.281704
1424.242817	2.103497	0.282042
1425.294575	2.103561	0.282438
1426.346378	2.103495	0.282912
1427.398070	2.103439	0.283252
1428.449817	2.103525	0.283650
1429.501595	2.103563	0.284038
1430.553380	2.103533	0.284396
1431.605128	2.103503	0.284792
1432.656883	2.103448	0.285138
1433.708576	2.103409	0.285480
1434.760292	2.103363	0.285816
1435.811939	2.103575	0.286254
1436.863867	2.103713	0.286698
1437.915652	2.103565	0.287016
1438.967432	2.103541	0.287372
1440.019193	2.103497	0.287778
1441.070929	2.103428	0.288222
1442.122621	2.103449	0.288658
1443.174378	2.103524	0.289092
1444.226145	2.103485	0.289382
1445.277863	2.103328	0.289694
1446.329473	2.103459	0.290158
1447.381322	2.103587	0.290604
1448.433060	2.103531	0.291088
1449.484853	2.103509	0.291506
1450.536569	2.103447	0.291882
1451.588300	2.103481	0.292264
1452.640050	2.103503	0.292568
1453.691803	2.103491	0.292950
1454.743541	2.103572	0.293398
1455.795375	2.103491	0.293822
1456.847032	2.103338	0.294240
1457.898713	2.103365	0.294674
1458.950397	2.103282	0.295026
1460.001995	2.103268	0.295390
1461.053665	2.103396	0.295686
1462.105391	2.103738	0.295918
1463.157403	2.103662	0.296302
1464.209053	2.103377	0.296850
1465.260780	2.103401	0.297384
1466.312454	2.103574	0.297708
1467.364354	2.103646	0.298136
1468.416100	2.103378	0.298660
1469.467732	2.103303	0.299012
1470.519403	2.103531	0.299362
1471.571263	2.103351	0.299798
1472.622754	2.103201	0.300236
1473.674464	2.103467	0.300676
1474.726221	2.103441	0.301074
1475.777905	2.103499	0.301486
1476.829720	2.103523	0.301896
1477.881428	2.103448	0.302340
1478.933168	2.103499	0.302712
1479.984927	2.103564	0.303070
1481.036732	2.103507	0.303536
1482.088434	2.103440	0.303996
1483.140172	2.103455	0.304420
1484.191889	2.103469	0.304846
1485.243641	2.103481	0.305290
1486.295370	2.103466	0.305688
1487.347107	2.103519	0.306158
1488.398889	2.103538	0.306642
1489.450645	2.103433	0.307074
1490.502322	2.103420	0.307560
1491.554065	2.103476	0.308014
1492.605798	2.103476	0.308372
1493.657541	2.103408	0.308770
1494.709206	2.103392	0.309236
1495.760933	2.103542	0.309638
1496.812748	2.103583	0.310060
1497.864516	2.103506	0.310548
1498.916254	2.103513	0.310904
1499.968029	2.103485	0.311314
1501.019739	2.103464	0.311782
1502.071493	2.103455	0.312230
1503.123194	2.103470	0.312724
1504.174963	2.103378	0.313162
1505.226572	2.103355	0.313596
1506.278318	2.103446	0.314040
1507.330018	2.103451	0.314508
1508.381769	2.103456	0.314962
1509.433474	2.103427	0.315376
1510.485196	2.103426	0.315800
1511.536900	2.103453	0.316216
1512.588649	2.103363	0.316638
1513.640263	2.103364	0.317054
1514.692013	2.103444	0.317554
1515.743707	2.103448	0.318018
1516.795461	2.103433	0.318442
1517.847140	2.103384	0.318932
1518.898845	2.103416	0.319362
1519.950556	2.103427	0.319748
1521.002272	2.103418	0.320196
1522.053974	2.103386	0.320684
1523.105658	2.103365	0.321132
1524.157339	2.103402	0.321570
1525.209060	2.103361	0.321992
1526.260700	2.103410	0.322412
1527.312470	2.103444	0.322896
1528.364144	2.103403	0.323372
1529.415873	2.103431	0.323770
1530.467575	2.103449	0.324182
1531.519322	2.103413	0.324628
1532.570988	2.103471	0.325052
1533.622793	2.103437	0.325522
1534.674425	2.103308	0.326002
1535.726101	2.103353	0.326446
1536.777778	2.103351	0.326900
1537.829452	2.103309	0.327364
1538.881087	2.103283	0.327902
1539.932735	2.103348	0.328430
1540.984435	2.103408	0.328834
1542.036143	2.103437	0.329294
1543.087872	2.103407	0.329776
1544.139550	2.103354	0.330268
1545.191226	2.103356	0.330768
1546.242906	2.103363	0.331224
1547.294589	2.103402	0.331646
1548.346308	2.103407	0.332136
1549.397996	2.103292	0.332664
1550.449600	2.103318	0.333084
1551.501314	2.103527	0.333480
1552.553127	2.103383	0.333974
1553.604697	2.103299	0.334498
1554.656426	2.103473	0.334944
1555.708170	2.103432	0.335376
1556.759858	2.103342	0.335848
1557.811512	2.103393	0.336292
1558.863251	2.103457	0.336774
1559.914969	2.103385	0.337226
1560.966636	2.103372	0.337712
1562.018341	2.103441	0.338214
1563.070077	2.103417	0.338734
1564.121758	2.103388	0.339224
1565.173465	2.103391	0.339610
1566.225149	2.103393	0.339994
1567.276858	2.103343	0.340464
1568.328492	2.103360	0.340976
1569.380218	2.103396	0.341464
1570.431888	2.103412	0.341940
1571.483630	2.103399	0.342464
1572.535287	2.103320	0.342998
1573.586950	2.103344	0.343428
1574.638631	2.103437	0.343886
1575.690387	2.103453	0.344358
1576.742084	2.103405	0.344824
1577.793792	2.103328	0.345376
1578.845412	2.103305	0.345868
1579.897097	2.103396	0.346334
1580.948808	2.103399	0.346852
1582.000496	2.103328	0.347372
1583.052136	2.103348	0.347872
1584.103844	2.103346	0.348328
1585.155482	2.103402	0.348796
1586.207246	2.103492	0.349332
1587.258974	2.103409	0.349804
1588.310655	2.103299	0.350286
1589.362273	2.103315	0.350850
1590.413970	2.103405	0.351356
1591.465678	2.103462	0.351820
1592.517432	2.103310	0.352488
1593.568988	2.103300	0.353020
1594.620732	2.103606	0.353372
1595.672594	2.103391	0.353920
1596.724123	2.103038	0.354538
1597.775632	2.103250	0.354976
1598.827373	2.103360	0.355378
1599.878992	2.103322	0.355840
1600.930695	2.103374	0.356334
1601.982366	2.103283	0.356892
1603.033978	2.103341	0.357324
1604.085707	2.103384	0.357826
1605.137362	2.103263	0.358376
1606.188970	2.103343	0.358808
1607.240705	2.103371	0.359306
1608.292341	2.103356	0.359874
1609.344061	2.103442	0.360350
1610.395783	2.103380	0.360842
1611.447441	2.103323	0.361338
1612.499106	2.103355	0.361836
1613.550796	2.103312	0.362344
1614.602418	2.103335	0.362788
1615.654131	2.103381	0.363334
1616.705799	2.103416	0.363858
1617.757547	2.103345	0.364370
1618.809144	2.103298	0.364896
1619.860845	2.103346	0.365406
1620.912490	2.103353	0.365920
1621.964198	2.103396	0.366392
1623.015886	2.103409	0.367004
1624.067607	2.103385	0.367542
1625.119271	2.103335	0.368062
1626.170942	2.103320	0.368664
1627.222591	2.103351	0.369102
1628.274293	2.103297	0.369530
1629.325888	2.103239	0.370064
1630.377532	2.103327	0.370596
1631.429215	2.103396	0.371086
1632.480928	2.103358	0.371624
1633.532573	2.103373	0.372114
1634.584301	2.103297	0.372638
1635.635870	2.103214	0.373160
1636.687515	2.103271	0.373554
1637.739141	2.103376	0.374094
1638.790891	2.103403	0.374662
1639.842544	2.103366	0.375132
1640.894257	2.103404	0.375630
1641.945948	2.103310	0.376200
1642.997567	2.103314	0.376778
1644.049262	2.103371	0.377268
1645.100938	2.103290	0.377780
1646.152552	2.103284	0.378296
1647.204222	2.103353	0.378832
1648.255905	2.103353	0.379330
1649.307575	2.103311	0.379834
1650.359216	2.103346	0.380400
1651.410921	2.103339	0.380946
1652.462555	2.103310	0.381438
1653.514231	2.103306	0.381966
1654.565861	2.103279	0.382538
1655.617510	2.103276	0.383060
1656.669137	2.103372	0.383658
1657.720882	2.103381	0.384304
1658.772518	2.103293	0.384780
1659.824175	2.103268	0.385274
1660.875786	2.103302	0.385848
1661.927477	2.103290	0.386414
1662.979076	2.103300	0.386980
1664.030777	2.103368	0.387526
1665.082444	2.103264	0.388056
1666.134041	2.103194	0.388606
1667.185638	2.103299	0.389112
1668.237340	2.103212	0.389612
1669.288850	2.103186	0.390120
1670.340526	2.103331	0.390612
1671.392181	2.103366	0.391094
1672.443892	2.103371	0.391644
1673.495552	2.103268	0.392220
1674.547160	2.103214	0.392728
1675.598766	2.103292	0.393344
1676.650452	2.103351	0.394024
1677.702117	2.103331	0.394538
1678.753783	2.103274	0.394958
1679.805391	2.103321	0.395458
1680.857104	2.103243	0.396016
1681.908634	2.103220	0.396584
1682.960324	2.103360	0.397136
1684.011994	2.103294	0.397736
1685.063618	2.103301	0.398252
1686.115295	2.103356	0.398758
1687.166974	2.103244	0.399404
1688.218539	2.103250	0.399962
1689.270224	2.103230	0.400572
1690.321769	2.103225	0.401202
1691.373449	2.103335	0.401698
1692.425104	2.103264	0.402228
1693.476713	2.103264	0.402782
1694.528368	2.103381	0.403320
1695.580094	2.103295	0.403920
1696.631663	2.103215	0.404502
1697.683309	2.103292	0.405006
1698.734955	2.103401	0.405538
1699.786710	2.103352	0.406184
1700.838307	2.103253	0.406746
1701.889963	2.103317	0.407198
1702.941624	2.103278	0.407768
1703.993241	2.103173	0.408398
1705.044797	2.103365	0.409006
1706.096606	2.103379	0.409700
1707.148176	2.103205	0.410212
1708.199811	2.103250	0.410806
1709.251426	2.103240	0.411512
1710.303051	2.103223	0.411978
1711.354649	2.103304	0.412402
1712.406355	2.103397	0.412998
1713.458046	2.103386	0.413712
1714.509741	2.103172	0.414334
1715.561218	2.103267	0.414760
1716.613008	2.103297	0.415416
1717.664515	2.103233	0.416078
1718.716241	2.103444	0.416550
1719.767959	2.103276	0.417102
1720.819517	2.103149	0.417690
1721.871108	2.103192	0.418340
1722.922709	2.103057	0.419030
1723.974165	2.103238	0.419482
1725.025947	2.103473	0.419982
1726.077638	2.103239	0.420788
1727.129186	2.103156	0.421460
1728.180794	2.103309	0.422080
1729.232495	2.103340	0.422674
1730.284134	2.103244	0.423164
1731.335739	2.103189	0.423614
1732.387323	2.103284	0.424182
1733.439023	2.103367	0.424898
1734.490690	2.103238	0.425552
1735.542261	2.103202	0.426202
1736.593892	2.103230	0.426744
1737.645491	2.103236	0.427374
1738.697128	2.103251	0.428064
1739.748742	2.103099	0.428752
1740.800227	2.103127	0.429478
1741.851869	2.103172	0.430062
1742.903399	2.103235	0.430690
1743.955104	2.103320	0.431288
1745.006719	2.103268	0.431766
1746.058372	2.103232	0.432328
1747.109951	2.103321	0.432910
1748.161693	2.103352	0.433450
1749.213303	2.103137	0.434078
1750.264830	2.103131	0.434720
1751.316434	2.103293	0.435276
1752.368123	2.103219	0.435818
1753.419653	2.103206	0.436434
1754.471329	2.103370	0.437102
1755.523023	2.103322	0.437830
1756.574651	2.103164	0.438530
1757.626187	2.103151	0.439034
1758.677802	2.103136	0.439676
1759.729323	2.103208	0.440366
1760.781010	2.103281	0.440920
1761.832604	2.103276	0.441516
1762.884286	2.103286	0.442240
1763.935890	2.103197	0.442884
1764.987483	2.103158	0.443502
1766.039048	2.103188	0.444232
1767.090671	2.103240	0.444838
1768.142288	2.103228	0.445452
1769.193899	2.103190	0.446158
1770.245478	2.103342	0.446792
1771.297241	2.103271	0.447438
1772.348749	2.103151	0.448102
1773.400392	2.103261	0.448700
1774.452010	2.103249	0.449304
1775.503641	2.103141	0.449974
1776.555151	2.103207	0.450594
1777.606848	2.103303	0.451260
1778.658454	2.103250	0.451980
1779.710098	2.103228	0.452652
1780.761682	2.103144	0.453316
1781.813242	2.103180	0.453844
1782.864862	2.103234	0.454420
1783.916476	2.103224	0.454936
1784.968086	2.103294	0.455600
1786.019770	2.103243	0.456464
1787.071329	2.103167	0.457134
1788.122937	2.103234	0.457766
1789.174563	2.103241	0.458374
1790.226178	2.103158	0.458980
1791.277721	2.103182	0.459578
1792.329360	2.103287	0.460236
1793.381008	2.103364	0.460900
1794.432724	2.103242	0.461584
1795.484250	2.103157	0.462232
1796.535881	2.103212	0.462814
1797.587462	2.103159	0.463392
1798.639040	2.103267	0.464184
1799.690729	2.103280	0.464982
1800.742320	2.102994	0.465620
1801.793723	2.103087	0.466250
1802.845407	2.103282	0.466874
1803.897005	2.103201	0.467522
1804.948608	2.103163	0.468236
1806.000168	2.103288	0.468840
1807.051896	2.103139	0.469520
1808.103307	2.102925	0.470174
1809.154821	2.103269	0.470602
1810.206576	2.103432	0.471180
1811.258253	2.103157	0.471986
1812.309733	2.103136	0.472814
1813.361389	2.103240	0.473530
1814.412973	2.103149	0.474202
1815.464538	2.103213	0.474796
1816.516186	2.103319	0.475388
1817.567857	2.103082	0.476174
1818.619268	2.103133	0.476812
1819.670990	2.103353	0.477344
1820.722621	2.103297	0.477954
1821.774287	2.103232	0.478678
1822.825853	2.103111	0.479482
1823.877398	2.103094	0.480212
1824.928947	2.103121	0.480962
1825.980519	2.103083	0.481650
1827.032030	2.103207	0.482268
1828.083726	2.103200	0.483012
1829.135230	2.103079	0.483784
1830.186805	2.103072	0.484434
1831.238302	2.103112	0.485096
1832.289917	2.103212	0.485814
1833.341514	2.103238	0.486380
1834.393155	2.103139	0.487070
1835.444653	2.103080	0.487766
1836.496235	2.103136	0.488406
1837.547789	2.103267	0.489234
1838.599502	2.103356	0.489888
1839.651145	2.103237	0.490466
1840.702739	2.103106	0.491198
1841.754251	2.103183	0.491930
1842.805922	2.103299	0.492624
1843.857550	2.103292	0.493288
1844.909214	2.103237	0.494104
1845.960787	2.103116	0.494822
1847.012330	2.103145	0.495400
1848.063932	2.103250	0.495984
1849.115580	2.103066	0.496732
1850.166998	2.103072	0.497532
1851.218652	2.103316	0.498080
1852.270314	2.103203	0.498672
1853.321855	2.103155	0.499534
1854.373469	2.103297	0.500354
1855.425152	2.103142	0.501028
1856.476611	2.103132	0.501522
1857.528284	2.103006	0.502188
1858.579617	2.103143	0.502990
1859.631427	2.103381	0.503794
1860.682998	2.103063	0.504556
1861.734490	2.103149	0.505188
1862.786147	2.103264	0.506030
1863.837754	2.103196	0.506772
1864.889343	2.103239	0.507382
1865.940993	2.103177	0.508226
1866.992520	2.103147	0.509004
1868.044140	2.103164	0.509584
1869.095684	2.103168	0.510204
1870.147308	2.103068	0.511008
1871.198752	2.102975	0.511708
1872.250283	2.103178	0.512390
1873.301930	2.103242	0.513184
1874.353525	2.103159	0.514078
1875.405089	2.103267	0.514850
1876.456792	2.103301	0.515460
1877.508390	2.103188	0.516208
1878.559980	2.103048	0.517028
1879.611438	2.103067	0.517856
1880.663047	2.103241	0.518610
1881.714679	2.103266	0.519366
1882.766313	2.103073	0.520198
1883.817752	2.103105	0.520936
1884.869418	2.103189	0.521684
1885.920941	2.103137	0.522394
1886.972555	2.103199	0.523106
1888.024140	2.103212	0.523912
1889.075767	2.103124	0.524754
1890.127264	2.103064	0.525464
1891.178831	2.103214	0.526142
1892.230478	2.103272	0.526924
1893.282103	2.102988	0.527810
1894.333466	2.103180	0.528548
